tweet_id,conversation_id,customer_message,spotify_reply
50180,,@117153. have just found out you have been billing me twice a month for two years. Through my bank and my phone account. Get in touch,@127241 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /AU
50182,,@SpotifyCares pls check your DMs,@127242 Hey there! We've just sent a DM your way. Let's carry on chatting there /AU
50184,,@SpotifyCares I’m in the US and I don’t have a link to the album because it’s not streaming. :(,"@127243 We’d love to have all of his stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /KL"
50185,,@115888 why isn’t Danny Elfman’s album So-Lo streaming? 😪,"@127243 Hey there! Can you send us the link to the album? Also, what country is your Spotify account set to? /DN"
50550,,"@SpotifyCares Yesssssssss man I love you guys.
Screw Apple Music, it blows.",@127342 Aww. That made us blush! https://t.co/qujhFP3por 💚 /XF
50552,,"Yo, @115888 I find Nicki Minaj offensive. Any chance of a block button","@127342 Hi, help's here! We hope you vote for this idea in our community post here: https://t.co/rqyzoF2SLd. Let us know if you need anything 🙂 /JQ"
50627,,@SpotifyCares Same person) or a song followed by the remix of the same song. So frustrating I want random shuffle! It's the most recent app update on iOS,"@127359 That's odd. Just to check, does it do the exact same thing when you shuffle it again? /MU"
50629,,@SpotifyCares Yeah it's been doing it for a while but I made a new playlist to test fully. So it's not just a new update? Do I try redownloading the app?😊,"@127359 First, try logging out &gt; restarting your device &gt; logging back in. Did it make a difference? /MU"
50626,,@116130 please can someone tell me how to get shuffle working properly? 😂🙈 what's happened to the app?!,"@127359 Hey there! What's happening exactly? Can you let us know the device, operating system, and app version you're using? /PB"
50639,,"Spotify
https://t.co/F6dZmue4go

Apple… https://t.co/pf9H8GPaG7",@127361 Woohoo! That's awesome. This calls for a https://t.co/ArJFNes23V 🎶 /CO
50732,,Hey @SpotifyCares I can’t found new single “Falsa Fada” by @29753 on @115888 https://t.co/CX20P97pmn,@127379 @2852 @2853 Hey there. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /JX
50734,,"@SpotifyCares I just cancelled my family spotify premium,would i still get charged?","@127380 Hey, that's not cool! Can you shoot us a DM with your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZR1cbT"
50894,,"uhh so somehow i can’t even log into my spotify, but my failed log in attempt reactivated my facebook account? honestly what the fuck https://t.co/cNFUXpcJAF",@127424 Hey! Can you DM us your account's email address? We'll take a look backstage /K https://t.co/ldFdZRiNAt
51569,,@SpotifyCares you've got mail.,@127573 We just replied to your DM. Check your messages! /CB
51571,,same thing @SpotifyCares need the right link! :) https://t.co/dWZsIrxGBU,@127573 Thanks for the info. Can you DM us with screenshots of the email and the site the link takes you to? We'll take a look /CB https://t.co/ldFdZRiNAt
51761,,"@127637 Bonjour, je ne reçois plus aucun mail de Spotify car je n'ai pas de réponse du support, comment vous contacter autrement?",@127636 @127637 Hey! We just replied to your DM with more info. Check your messages /CB
51763,,"Hey guys, I cannot seem to update my payment information and I have worked too hard on these playlists for you guys to cancel my subscription. Help a brother out! @115888 @SpotifyCares","@127638 @115888 Hi, we've just replied to your DMs. We'll carry on chatting there 🙂 /SY"
51765,,"@SpotifyCares Obviously they don't work. found workaround: Sort albums/artists by ""name"" then go back to ""songs"" &amp; shuffle again. THIS IS NOT IMPROVEMENT!","@127639 Thanks for letting us know. Rest assured, we'll definitely be passing your feedback on this to the right team! /CB"
51767,,@SpotifyCares Shuffling my entire library isn't giving me truly random shuffle. Fix it. smdh. 🤦‍♂️ about to go to pandora. Using Windows 8.1,@127639 Hi Connor! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /HR
52333,,@SpotifyCares WHY IS BTOB's COMPLETE AND I MEAN ALBUMS REMOVED ON SPOTIFY????,@127771 Hi there! Sometimes content is removed due to licensing. You can find more info at https://t.co/MEjmIRL2eB /RP
52335,,@SpotifyCares Ok but are you bringing it back or,"@127772 We don't have any info on this at the moment. Rest assured, your feedback will be passed on to the right folks /KL"
52337,,@SpotifyCares spotify pls :(,@127772 Hey there! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /KL
52340,,@SpotifyCares Taking Dawn is my band. I can't access my band's Spotify page. Can you please help me? THANK YOU! Feel free to DM,@127773 Hey Chris! We've sent a DM your way. Check your inbox for it /KL
52342,,@SpotifyCares Where is my Premium account? I can't cancel account if you are charging me for something I can't log into! FIX IT!,@127774 Hey Gregor! Can you DM us your account's email address and username? We'll take a look backstage /KL https://t.co/ldFdZRiNAt
52344,,"@SpotifyCares Never crashed, so idk","@127775 Thanks! Just to check, did you definitely watch the video ad that gives 30 minutes ad-free listening in full after hearing the offer? /JX"
52347,,"@SpotifyCares Yes, the whole City Bank ad played and I waited and then heard one song and then got multiple afterwards.",@127775 That's strange. We'll get this passed on to our devs so they can look into it. Give us a shout if you need anything else /JX
52345,,"@SpotifyCares ""Next 30min are ad free thanks to the following sponsor"" then the ad finished, I heard one song and I got 3 ads in a row. Tf?","@127775 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /JX"
52351,,"@SpotifyCares I update my payment method before I was billed, was still billed to the old method and you have now overdrawn my account",@127776 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
53122,,@SpotifyCares I've sent you a DM,@127970 We've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /CG
53127,,"@SpotifyCares @127972 For example, the Spotify app on Xbox one is great, wish I was able to access something similar on roku","@127971 We understand your frustration. Rest assured, your feedback is being heard while we work with Roku on the best path forwards /NH"
53125,,"@115888 Your @127972 app is terrible, you should be embarrassed.  No functionality. Do better. https://t.co/c9UuxyhayM",@127971 @127972 Hi Dave! We're sorry to hear you feel that way. Can you tell us more? We'll see what we can do about it /NH
53130,,"@SpotifyCares Seems to me u label music with a sexual preference, which is odd, and that music in turn with a user. Feels very inappropriate and not pc.","@124332 We're sorry you feel that way, and rest assured that's not the case. We've let the right folks know how you feel about this /Q"
53133,,"@SpotifyCares the discover page was basically showing Discover Weekly, Release Radar, New Releases For You and then duplicating the Overview page list","@127973 Thanks for letting us know! Just to check, are you able to see your recommended music after the relaunch? /HR"
53136,,".@116130 whys the discover page changed? Where is my recommended music? I don't want ""Focus with some new music"" - none of it is tailored","@127973 Hey Sam! What device, OS, and Spotify version are you using? Sending us a screenshot of what you can see on your end would be great too /AY"
53138,,"@SpotifyCares Thank you so much! Listen, I'm a huge spotify fan. Keep up the amazing work friends","@127974 Thanks, you're welcome! Keep being awesome 🔥 /Q"
53140,,@115888 your 'sub low' playlist is essential to getting things done and it hasn't been updated since September pls help,"@127974 Hey Dylan! Thanks for your feedback. We can't be sure of an exact timeframe, but we'll make sure to let the right folks know 🙂 /Q"
53674,,okay jw why @3029 version of Creep or Somebody to Love is not on @115888 yet? i’m just tryna jam,"@128138 1: Hey Lexi! We do our best to have everything on our catalog, but sometimes agreements are ongoing or..."
53677,,@115888 who is best to talk to about account issues?,@128139 Hey! Can you DM us your account's email address along with more info? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
53679,,@SpotifyCares And I’m using the desktop version on my laptop,"@128140 How long has this been happening for? Can you let us know the device, OS, and Spotify version you're running? /CB"
53684,,@SpotifyCares The past 2 days. Laptop. Spotify Premium. Newest desktop update.,"@128140 1:Thanks, but we need to know what laptop you're using, as well as the OS. We also need to know your exact Spotify version."
53687,,@SpotifyCares HP EliteBook. Intel Core i7. Windows 10. https://t.co/PItTf0kvIq,@128140 Thanks for the info! Can you DM us your account's email address? We'll take a look backstage /CB https://t.co/ldFdZRiNAt
53682,,@115888 the new feature of playing music videos in playlists sucks. It’s now playing the video music plus regular music.,"@128140 Hey! Can you give us more info on what's happening? Also, what device, OS, and Spotify version are you using? /CB"
53690,,@SpotifyCares hmmmm seems like there's demand for it.,"@128141 We understand, and we're passing on all feedback about this. If you have any comments, feel free to add them to that thread /CB"
53691,,I wish you could direct message people on @115888 . Like you're listening to a song and something clicks and you want to mention it.,"@128141 Hey, we have some info about this here: https://t.co/xW1fRS96NG. Give us a shout if you have any other questions /CB"
53694,,@SpotifyCares Hi ! It’s an iMac retina 5k late 2015. MacOs high Sierra v 10.13  spotify version 1.0.66.478.g1296534d,@128142 Thanks for the info. How long has this been happening for? What troubleshooting have you tried so far? /CB
53698,,@SpotifyCares Al necessary updates done. Empty cache done... web based spotify is faster. But I think my Spotify Premium deserves to be fast.,@128142 Thanks for letting us know. When did this start happening? Does logging out and back in help? You can also try restarting the app /CB
53700,,@SpotifyCares Always been like that. Restarting the app helps for a few minutes.,@128142 Thanks for keeping us in the loop. Can you DM us your account's email address? We'll take a look backstage /CB https://t.co/ldFdZRiNAt
53695,,@115888 why is the spotify desktop app on my Mac soooooo slow ??? Aaargh #spotify,"@128142 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB"
53703,,@115888 wtf is going on https://t.co/doxR5PjIFs,@128143 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
53711,,@SpotifyCares Hey! I was kicked out of my family plan. How can I go back to Premium with that same plan?,@128145 Hey Paula! Can you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt
53131,,"@SpotifyCares Ok. Just to be sure, I'll listen to some country music, unless Spotify thinks I am into cowboys and indians next week. Lol.",@124332 No worries! We'll be right here if you need anything else 🙂 /Q
53714,,@SpotifyCares Can I use Paypal linked to my UK bank account?,@128146 Does your PayPal account meet the requirements at https://t.co/3c3EcbDUkG? /AP https://t.co/ldFdZRiNAt
53715,,@SpotifyCares I can't subscribe to spotify premium here in Canada as I only have a UK bank card. Please help me sort this out.,"@128146 Hey! If you're in Canada, you'll need to sign up using a Canadian payment method. We hope that clears everything up /CB"
53718,,"@SpotifyCares Nah, I have most my songs offline on my phone and it works perfectly perfect. And also nah, even Adobe Photoshop doesn't crash my laptop.",@128147 We see. Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt
53720,,@SpotifyCares I just did. It still crashes.,"@128147 Hmm. Does it happen across other devices too? Also, do you get the same issue with the other apps installed on your laptop? /MC"
53722,,"Besides the fact that Spotify software crashing my Windows is super annoying, I am wondering why they didn’t reply to the main tweet. 🤔 https://t.co/WpQSSvAzKB",@128147 Sorry about that. Looks like you have an older app version. Could you try the steps at https://t.co/EqisDMwZAT to get the latest one? /MC
53724,,@SpotifyCares MØ tour presale issue: Montreal link goes to Boston show. Re-send with right link?,@127573 Hey! Do you have any trouble with the link if you use an incognito window? Let us know /CB
53726,,@SpotifyCares How do do I get rid of Spotiamp?!,@128148 Hi there! Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt
53728,,@SpotifyCares I’ve tried both of those and neither worked,@128149 Hmm. Could you send us your account's username or email address via DM? We'll take a look backstage /LP https://t.co/ldFdZRiNAt
53730,,@SpotifyCares ios version 8.4.25 and ios 11.0.3,@128149 Got it. Does logging out and back in help? Restarting your device (hold Sleep/Wake + Volume Down for 10 seconds) is also worth a shot /LP
53732,,@SpotifyCares iphone 7plus and ive got the newest version of spotify,"@128149 Thanks. We're almost there, but we need the exact iOS and Spotify versions you have installed on your phone. We'll be right here waiting /LP"
53734,,why cant you change the song on spotify from the lock screen or swipe up menu any more @SpotifyCares,"@128149 Hey Georgie, that doesn't sound right! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE"
54529,,"@SpotifyCares iPhone 6s Plus, iOS 10.3.2, and the most recently updated version of Spotify",@128354 Got it. Can you try to see if logging out &gt; restarting your phone &gt; logging back in to your account makes a difference? /DV
54532,,"@SpotifyCares That did work, thank you so much!",@128354 You're welcome! Give us a shout if there's anything else we can do to help. We'll be... https://t.co/AiEGsVLjXp /DV
54530,,The past few days playing @115888 on my phone has caused it to overheat and lose about 60% battery in 30 minutes,"@128354 Hey! What device, operating system, and Spotify version are you using? We'll see what we can suggest /CB"
54535,,@115888 when will astros new albums be added pls and thanks,@128355 Hey there! We’ll have it available to you as soon as it’s available to us. There's more info at https://t.co/0i8GpimuDa /JE
54537,,@115888 how do i change my premium account to a student premium one?,"@128356 Hey, help's here! You can apply for the student discount at https://t.co/anKs5CbHuB. Let us know how it goes /ND"
54539,,What? Kool Keith's album Dr. Octogonocologist isn't on @115888? Do I have to switch back to Google Play Music?,@128357 Hi Matt. We’ll have it available to you as soon as it’s available to us! More info at https://t.co/0i8GpimuDa /DV
54541,,"@SpotifyCares It was not a question, more of letting you know that your documentation page is not working.","@128358 Oops, sorry for the mix-up. In this case, we'd suggest heading to https://t.co/CLAXfKzWzO for more info. Hope that helps /JE"
54542,,@3072 your Android SDK API doc reference is not available? https://t.co/jRGfGb8XMg @115888 https://t.co/CgWndZfif5,@128358 Hey Vishwajeet! Developer questions are probably best asked at https://t.co/TnmLH8i4bT. They'll be able to help out /JE
54545,,@115888 how do I get my account to family pack please. Settings don’t show any upgrade options. Thank you 🙏🏾,@128359 Hey there! Could you DM us your account's username or email address? We'll take a look backstage /GU https://t.co/ldFdZRiNAt
54753,,"@115888 ""Offer not available to users in Quebec..."" then why do I see the ad?","@128416 Hey there! Currently, we’re not able to offer the 3 months for 0.99 CAD in Quebec due to circumstances outside our control. We hope to be able to make it available in the future. Could you DM us your account's email address and a screenshot of the email/notification? /LO https://t.co/ldFdZRiNAt"
55220,,Thank youuuu!!!! It's finallllllly fixed!!! @115888 💚🖤💚🖤💚😘,"@128523 Glad to hear! If you ever need anything else, just shout and we'll come running 🏃 /KL"
55222,,@SpotifyCares Is there a way to increase the limit? I am a huge music fan and like to save and  browse my albums. This seems like a weird restriction.,"@128524 We hear you! We’d love to see your vote, and hear your feedback on this idea: https://t.co/8OOl8B2i69. Stay awesome 😁 /TY"
55226,,@SpotifyCares It's not like the albums take up any actual space. It should basically just be an index of albums that I have clicked save on.,@128524 2: constantly monitoring all feedback posted in our Community. Hopefully this is something we'll be able to implement in the future /NS
55230,,@SpotifyCares Is there a limit on the number of playlists I can have?,"@128524 We feel you. Your feedback has been noted and passed onto the team. By the way, there's no limit on how many playlists you can have /NS"
55223,,@SpotifyCares hey I just tried to save a new album to my library and it says my library is full. Is this a bug?,"@128524 Hey! If you have 10,000 songs in Your Music, you won't be able to add more. Anything else, we're here for you 🙂 /ND"
55233,,Latest @115888 update blows! Searching my playlists and downloaded music was so much easier before,"@128525 We hear you, Paulo! Thanks for taking the time to reach out. Your feedback has been noted and passed onto the team /MQ"
55235,,best @115888 playlist to listen to at work? help.,@128526 Hey! Maybe this playlist will help: https://t.co/NcZkmvm0MI. Let us know if you like it 😉 /CB
55237,,"@115888 why did you take away the full date in the album info?  You added it in there, and now you're taking it away! I need that date!",@128527 Hi there! Thanks for the feedback. We'll be sure to pass it onto the right team. Give us a shout if you have other questions /DV
55239,,"@115888 I can't access my account. If I create a new account,how do I cancel the old one?",@128528 We'd be happy to help! Can you DM us your account's email address and username? We'll take a look /KL https://t.co/ldFdZRiNAt
55241,,@SpotifyCares Thanks but the UK is not listed in the country list.,"@128529 1. We apologize for the confusion. Thanks for letting us know, we'll get this passed on to the right team. We'd suggest contacting..."
55242,,"@115888 Hi, my wife is a UK student (has a student card) but her college is not listed. How can she get student Spotify please?","@128529 1. Hey Ian! We’re afraid that if your university/college isn’t listed, you won’t be eligible at this time. But, you can request it to..."
55247,,@SpotifyCares Will check and let you know. Thanks :),@128530 Alright. We'll be right here waiting for your update /GU
55248,,"@115888 Hi guys, I’m using my MacBook Air and also my iPhone 6 SE. Thanks :)",@128530 Thanks! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted /TY
55250,,"@115888 hey guys, my premium Spotify keeps turning itself off about every ten mins mid-play. Started about a week ago. Any fixes? Thanks :)",@128530 Hey there! Could you let us know what device/OS you're using? We'll see what we can suggest /DF
55253,,@SpotifyCares How can i see this while on desktop mode?,"@128531 It isn't available in the desktop app, but the notifications will be sent to your email. Enable it at https://t.co/aLOhtaQGNC /JL"
55254,,@SpotifyCares what does following an Artist do?,@128531 Hey Jack! Following an artist means you'll be notified whenever they release new content. Stay awesome 🙂 /ND
55257,,"@SpotifyCares Ok, thank you :)",@128532 You're welcome! Stay awesome /KL
55258,,When will @115888 be available in Romania ?,@128532 Hey! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🙂 /KL
56062,,@115888 A mi me lo cobraron dos veces,@128723 @115888 ¡Hola! Te hemos enviado más información por MD. Continuemos hablando por interno /SF
56065,,@SpotifyCares Thanks!,@128724 You're welcome! Stay awesome /KL
56067,,@115888 How do we hide this “Find Friends” window on the Mac app? I don’t use it and it’s a waste of space.,"@128724 Hey Michael! You can hide that section by clicking View &gt; unchecking Right Sidebar. If there's anything else, just give us a shout /RH"
56069,,"@SpotifyCares __email__
PW: edeire20021967",@128725 We'd suggest deleting your tweet that contains your private info. Could you send it via DM instead? Just click on the link above /LW
8239,,"@117153 Hey, I payed but I still don't have premium?",@128725 That's odd! Can you DM us your account's email address and username? We'll take a look backstage /KL https://t.co/ldFdZRiNAt
56073,,@SpotifyCares Brett Eldredge: ‘Wanna Be that Song’ was removed from my library &amp; is no longer available to download,"@128727 Can you send us the Spotify URI? Just right-click the track &gt; Share &gt; URI. Also, what country is your Spotify account set to? /BE"
56076,,@SpotifyCares I can’t right click the track if the track is no longer viewable and/or no longer shows up when searched for.  My account is U.S.,@128727 1: We understand. We've checked the song and found that it's not available in your country. Fingers crossed we'll be able to have...
56074,,Do songs periodically get removed from @115888 ?!,"@128727 Hey, help's here! Can you tell us what's happening exactly? We'll see what we can suggest /BE"
56080,,"@SpotifyCares my account is linked with Fido (CA), I would like to change my payment method and unlinked my account (conrad2pinet)",@128728 Hi Romain! We've already replied to your DM. Check your Messages to find our response /RP
56084,,"@SpotifyCares This was the seventh song suggested to me that was already on my playlist, and the fifth that had already played https://t.co/6kupfgnFoJ","@128729 Thanks! To reduce the number of repeated Suggested Tracks, try adding more artists to your playlists /KL"
56086,,@SpotifyCares The playlist contains music from the last seven years. The amount of artists is not the issue. There's something wrong in the coding,"@128729 Thanks for the info. Don't worry, we'll pass it on to the relevant team for them to have a look /PB"
56083,,@SpotifyCares why does your app suggest songs that are already in the playlist? That doesn't make sense,@128729 Hey Mike! Can you send us a screenshot of what you're seeing? We'll see what we can suggest /KL
57063,,@SpotifyCares Tried that but none of it works. Album is Modal Soul by Nujabes in mp3 format. I can see the files in spotify but they just wont play.,"@128930 Hmm. If possible, can you check if the same thing happens when using other devices? /JE"
57066,,@SpotifyCares Don't have another device to check with. I've installed quick time and a suggested codec and reinstalled spotify. Still doesnt work!,@128930 Okay. Can you DM us your username and email address? We'll take a look backstage and see what we can suggest /JI https://t.co/ldFdZRiNAt
57067,,@128930 @SpotifyCares Mine either,"@128931 Hey there! What device, operating system, and Spotify version are you using? Also, can you give us more info about what's happening? /KL"
57064,,"@SpotifyCares PC, Windows 10 - I guess the version is ""1.0.66.478.g1296534d"" (that's all I could find in the about spotify bit)",@128930 Thanks. We'd suggest checking our support page at https://t.co/Qv6svydfvz for more info. Hope that helps /JE
57071,,@SpotifyCares I'm adding all my local files to spotify that you don't have available and it refuses to play this one album for no reason?,"@128930 Hey Owen, that doesn't sound right! What device, operating system, and Spotify version are you using? We'll see what we can suggest /JE"
57073,,No longer getting the student discount from @115888 even though I'm still a student... Lame :(,"@128932 Hey there, help's here! Can you DM us your account's email address? We'll take a look backstage /MV https://t.co/ldFdZRiNAt"
57556,,@SpotifyCares Can you specify when you will update us ? https://t.co/4cwusQseh7 was last updated 1 year ago by Spotify?,"@129061 We don't have any specific info to share about this, but make sure to keep an eye out on the idea in the community /PL"
57559,,@SpotifyCares Please change your name SpotifyDoesntCare #SpotifyExlipicitFilter 5 years and counting,@129061 Sorry to hear you feel this way. Rest assured that the relevant team are on this as we speak /PL
57557,,@115888 any update on the explicit filter or is 5 years not long enough to wait,@129061 Hey Mark! We don't have any info on this right now and thanks for bearing with us. Hopefully we'll have an update soon /GU
57562,,@SpotifyCares Thank you for the support thoe,@129062 Thanks for the info! We're not yet available in Egypt. We'd suggest signing up in the link to get notified once we are /PB
57564,,"@SpotifyCares I don't get it am I supposed  to have the app available now?.
Because I still can't download it
Please explain how this works",@129062 Hmm. Can you let us know the country you're currently in? We'll see what we can suggest /PB
57567,,@115888 this is BS https://t.co/53bcxINRwe,@129062 Hi there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🙂 /JI
57569,,"@SpotifyCares Hi, do you have an estimate when Spotify will start supporting voice commands with Siri?","@129063 1: Hey Janne! We're afraid we don't have any info about this. In the meantime, you can add you vote here: https://t.co/3KnTWglNFC..."
57573,,@SpotifyCares Hey Spotify can you reply to my messages due some metadata problems? Thanks x,@129064 Hey there! We've just sent you a bit more info over DM /PB
57575,,@SpotifyCares much appreciated!,"@129065 You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /JX"
57576,,@115888 hi is there a way to block people,"@129065 Hey there, we can see how that’d be useful! You can vote for the official idea here: https://t.co/Le9jT8ogaK /JX"
57579,,I swear to god I have a problem with @SpotifyCares every other month 😡😡,"@129066 Hey, help's here! We've just sent you a bit more info over DM. We'll carry on helping out there /JQ"
58278,,@SpotifyCares Ah okay.  Thanks.,"@129236 No worries! For anything else, we're just a tweet away /JP"
58280,,@SpotifyCares https://t.co/7o1265L4mk I cannot even find it on the app anymore.  I'm set to United States.,@129236 Thanks. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /JP
58283,,@SpotifyCares Doesn't really speak to my question. I asked why it is like that. It doesn't make sense to have a cap on a music library. #disappointed,"@129237 We're sorry to hear you feel that way. This ensures a great experience for most users instead of an ""OK"" experience for 100% /JP"
58286,,@SpotifyCares That makes ZERO sense. What does me having more songs in my library have to do with other people having less songs? Still no answer to why?,"@129237 For more details about this, you can read the official response to the idea in our community: https://t.co/8OOl8B2i69 /JP"
58288,,"@SpotifyCares Neither that post nor you have answered the question why's there a limit. ""Because it's better"" isn't a response. Why is it better?","@129237 We don't have any more info to share about this. Don't worry, we're taking on all feedback /JP"
58284,,@SpotifyCares Why's there a 10K limit on songs in My Library? Why not unlimited? I just switched to Spotify from another and feel duped.,"@129237 Hey Matt, sorry to hear you feel that way. We have more info about this here: https://t.co/59ABtm5Ftl /JP"
58291,,@115888 @SpotifyCares help please :'(,@129238 Hey there! We've just sent a DM your way. Let's carry on chatting there /PB
58293,,"@SpotifyCares A post made in 2012, Spotify responds in 2016, and now its 2017.Doesnt seem to be on your radar or a good site for feedback.","@129239 Sorry you feel that way. Don't worry, we'll give the right team a nudge about this. Hopefully this'll be available soon /MC"
58296,,@SpotifyCares Thank ya for passing it along.,@129239 No worries. Just give us a shout if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv 🙂 /MC
58294,,@SpotifyCares How come there aren't any parents controls for family subscriptions?,"@129239 Hi Andre! We hear you. To help make it happen, we’d recommend showing your support for the idea here: https://t.co/3jHA9etigY /MC"
58299,,"@SpotifyCares @129240 On another matter, I have Spotify Premium.  I’m spending February in Florida. Will I be able to access all my playlists online there?",@129241 Hey Brian! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt
58300,,"@115888 Bring back your NUS partnership, my education doesn't support UniDays and I'm not paying full price when it should be half price 😆","@129240 Hey there! Thanks for sharing your feedback about this, we'll pass it on to the relevant folks /SY"
58923,,@115888 are yous getting a new format? Earlier on today I updated and the cover art was on the whole screen but now it's gone?,@129419 Hey! We're always testing things in order to improve Spotify. There's more info here: https://t.co/GweRoESxcB /PB
58925,,@115888 having issues with verifying some artist. Pls DM me . Thanks,@129420 Hey! Can you drop us a DM with what's happening exactly? Just use the link below /JP https://t.co/ldFdZRiNAt
58927,,"@SpotifyCares I was charged $4.99 for student spotify and i don’t get it, its annoying how this stuff keeps happening; can you please DM me!",@129421 Hey! We've just sent a DM your way. Let's carry on chatting there /TR
58929,,"@SpotifyCares Aha! It came through. Thanks, found it.",@129422 Woohoo! This calls for a https://t.co/ArJFNes23V. Give us a shout if you need anything else /PB
58931,,"@115888 Not quite sure why I didn't receive a @3278 presale code, but have for others... they're one of my top listened to artists",@129422 Hey there. Pre-sale codes are being sent out by email to some of their top listeners on Spotify. Hopefully you're one of them! /PB
58933,,"@SpotifyCares From the Chrome console. 
Though I’ve had similar issues in Firefox too. https://t.co/WkaGOR8PWL","@129423 Thanks! Just to check, have you tried clearing your browsers' cache and cookies? Are there any updates on your browsers' version? /JE"
58937,,"@SpotifyCares Everything is up to date. Clearing the cache  reduced the length of the freezes, but they still happen. Getting about 60-100 logged errors per freeze. 
Thanks!","@129423 Gotcha. Does logging out, restarting your device, and logging back in help at all? Let us know how it goes /JE"
58939,,@SpotifyCares Nope that doesn’t help. It happens on multiple devices.,@129423 Hmm. Can you send us your account's email address or username via DM? We'll dig deeper 🔍 /JE https://t.co/ldFdZRiNAt
58935,,@115888 @SpotifyCares,@129423 Hey Jack! You can let us know here. What's happening exactly? Can you tell us more info about it? /JE
58943,,"@SpotifyCares Hi, I can't seem to download songs in my tablet even though I can on my phone. The app looks completely different. Please help","@129424 Hi Rob, help's here! Can you let us know your device's model, OS, and Spotify version? We'll see what we can suggest /DV"
58945,,@SpotifyCares The 2nd track follows the 1st on album &amp; has similar title but should sound like comical screaming backed w/ circus music &amp; be much shorter,@129425 Gotcha. We'll be sure to get this reported. Great detective work! 🔍 https://t.co/LpsmyUtme0 /JE
58948,,"Hey @SpotifyCares album Poison Summer by Trotsky Icepick has ""Clowns on Fire"" repeated where ""Clown on Fire(version)"" should be. @99984",@129425 Hey there! Can you send us both tracks' URIs or Links? We'll take a look backstage /PB
59691,,@SpotifyCares 8.0.0 / latest.  It's only for some albums.  Same album I tested plays with correct volume in Groove.,"@129638 Got it. Just to check, do they sound quiet using a different headphones or other devices too? Keep us in the loop /PB"
59694,,"@SpotifyCares Multiple pairs of headphones, which are otherwise fine i.e. When using Groove",@129638 Thanks for the info. Can you DM us your account's email address or username? We'll take a look backstage /PB https://t.co/ldFdZRiNAt
59692,,"@SpotifyCares hi, having sound issues on Pixel 2.  Audio to headphones still very quiet near max volume. Normalize and equalizer off.",@129638 Hey there! Can you let us know the Android and app versions you're using? We'll see what we can suggest /PB
59697,,"@SpotifyCares Thanks for the link but it wasn’t helpful, every other streaming service has the song available. It’s only that track, the rest are there.","@129639 1: We'd love to have it in the app for everyone to enjoy, but music availability all boils down to licensing agreements."
59698,,@115888 Where’s the JPN Ver. Of BOOMBAYAH 🤔 https://t.co/vbG1O0q2AJ,"@129639 Hey Leo! We’d love to have all of their stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /SY"
59702,,"Spoke to @SpotifyCares. Nope, this is not something Spotify is equipped to do. Only ugly workarounds like logging off/on. https://t.co/DKNODm6h0O","@129640 Hi Andrei, thanks for the feedback. We appreciate it! We’ll get this passed onto the right team /JQ"
60383,,"@SpotifyCares feature request with more than 3000 votes, fully ignored https://t.co/agQ4FMrpBC",@129808 Hey there! Thanks for sharing your thoughts. We can't make promises but we'll pass them both on to the respective teams /PB
60385,,@SpotifyCares Foo fighters in Atalanta on 4/28. Possibly part of the credit card on file with Spotify...,@129809 Thanks. Pre-sale codes are being sent out by email to some of Foo Fighter's biggest fans on Spotify. Hopefully you're one of them! /JP
60386,,@Spotifycares where do we find the Spotify offer code for presale tix with Ticketmaster?,"@129809 Hey Brian! Can you let us know the artist, date. and location of the concert/event? We'll see what we can find /JP"
61159,,@SpotifyCares I need to switch my account to a student account.,@130003 Great! Can you DM us your account's username and email address? We'll take a look under the hood /MS https://t.co/ldFdZRiNAt
61161,,Hey @SpotifyCares I need some help!,"@130003 Hey, help's here! Can you tell us what's happening exactly and on what device? We'll see what we can suggest /JM"
